Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Iowa,US,2020-07-21 04:38:59,42.0115,-93.2105,39343,798,28024.0,10521.0,19,1246.9770876715888,418544.0,,2.02831507510866,84000019,USA,13265.759555255509,
Kansas,US,2020-07-21 04:38:59,38.5266,-96.7265,22656,312,1016.0,21328.0,20,777.6710646363557,261531.0,1497.0,1.3771186440677967,84000020,USA,8977.096186679499,6.607521186440677
Kentucky,US,2020-07-21 04:38:59,37.6681,-84.6701,23414,671,6876.0,15867.0,21,524.0759563199903,494154.0,2882.0,2.86580678226702,84000021,USA,11060.657304149165,12.308875032032118
Louisiana,US,2020-07-21 04:38:59,31.1695,-91.8678,94892,3462,53288.0,38142.0,22,2041.2175716970896,1102924.0,,3.648358133456983,84000022,USA,23724.94887921469,
Maine,US,2020-07-21 04:38:59,44.6939,-69.3819,3711,117,3159.0,435.0,23,276.0725242744448,139222.0,375.0,3.152789005658852,84000023,USA,10357.146045415457,10.105092966855297
Maryland,US,2020-07-21 04:38:59,39.0639,-76.8021,78685,3382,5344.0,69959.0,24,1301.5078535417026,749279.0,11897.0,4.298150854673699,84000024,USA,12393.626523401834,15.119781406875514
Massachusetts,US,2020-07-21 04:38:59,42.2302,-71.5301,113789,8433,95390.0,9966.0,25,1650.909691297922,1051281.0,11722.0,7.411085430050356,84000025,USA,15252.5287257764,10.301522994314038
Michigan,US,2020-07-21 04:38:59,43.3266,-84.5361,82395,6373,55162.0,20860.0,26,825.0343426365273,1506789.0,,7.734692639116452,84000026,USA,15087.719790120154,
Minnesota,US,2020-07-21 04:38:59,45.6945,-93.9002,47107,1585,40742.0,4780.0,27,835.284997318974,867410.0,4678.0,3.364680408431868,84000027,USA,15380.613486837441,9.930583565075256
Mississippi,US,2020-07-21 04:38:59,32.7416,-89.6787,43889,1358,30315.0,12216.0,28,1474.6909512930972,389975.0,3766.0,3.094169381849666,84000028,USA,13103.342608182587,8.580737770284125
Missouri,US,2020-07-21 04:38:59,38.4561,-92.2884,34102,1138,,32964.0,29,555.6399195232922,571912.0,,3.337047680487948,84000029,USA,9318.431108275323,
Montana,US,2020-07-21 04:38:59,46.9219,-110.4544,2620,39,1334.0,1247.0,30,245.13977645497943,139042.0,167.0,1.4885496183206106,84000030,USA,13009.436945745516,6.3740458015267185
Nebraska,US,2020-07-21 04:38:59,41.1254,-98.2681,22847,313,17112.0,5422.0,31,1181.0848590369767,234896.0,1482.0,1.3699829299251542,84000031,USA,12143.043246305848,6.486628441370858
Nevada,US,2020-07-21 04:38:59,38.3135,-117.0554,36713,648,867.0,35198.0,32,1191.9201494989215,395421.0,,1.765042355568872,84000032,USA,12837.693934982512,
New Hampshire,US,2020-07-21 04:38:59,43.4525,-71.5639,6249,398,5251.0,600.0,33,459.5829554956899,143378.0,673.0,6.3690190430468885,84000033,USA,10544.74075741095,10.769723155704913
New Jersey,US,2020-07-21 04:38:59,40.2989,-74.521,176963,15715,31448.0,129800.0,34,1992.3352236329104,1802874.0,21058.0,8.880387425620045,84000034,USA,20297.62930088188,11.899662641343104
New Mexico,US,2020-07-21 04:38:59,34.8405,-106.2485,17215,578,6764.0,9873.0,35,821.0016172038826,469215.0,2387.0,3.3575370316584374,84000035,USA,22377.361244049946,13.865814696485625
New York,US,2020-07-21 04:38:59,42.1657,-74.9481,407326,32506,72229.0,302591.0,36,2093.8377297606335,5164812.0,89995.0,7.98034007158885,84000036,USA,26549.442541650853,22.094096620397426
North Carolina,US,2020-07-21 04:38:59,35.6301,-79.8064,101231,1677,78707.0,20847.0,37,965.2001261622237,1423888.0,,1.6566071657891357,84000037,USA,13576.245194069763,
North Dakota,US,2020-07-21 04:38:59,47.5289,-99.784,5126,93,4219.0,814.0,38,672.6486821282258,135978.0,305.0,1.8142801404603977,84000038,USA,17843.43006212093,5.950058525165821
Northern Mariana Islands,US,2020-07-21 04:38:59,15.0979,145.6739,38,2,29.0,7.0,69,68.91048890178442,11092.0,4.0,5.2631578947368425,580,MNP,20114.60902364718,10.526315789473683
Ohio,US,2020-07-21 04:38:59,40.3888,-82.7649,76168,3189,51860.0,21119.0,39,651.6156077029027,1181912.0,9610.0,4.186797605293561,84000039,USA,10111.231831364265,12.616846969856107
Oklahoma,US,2020-07-21 04:38:59,35.5653,-96.9289,25436,452,19750.0,5234.0,40,642.8149208068495,476108.0,2403.0,1.7770089636735336,84000040,USA,12032.132659046529,9.447240132096242
Oregon,US,2020-07-21 04:38:59,44.572,-122.0709,14847,262,3338.0,11247.0,41,352.01341382831595,340044.0,1387.0,1.764666262544622,84000041,USA,8062.238114894314,9.341954603623627
Pennsylvania,US,2020-07-21 04:38:59,40.5908,-77.2098,106405,7025,76780.0,22600.0,42,794.7046353500226,1039913.0,,6.898110833710117,84000042,USA,8123.058065430301,
Puerto Rico,US,2020-07-21 04:38:59,18.2208,-66.5901,12461,180,,12281.0,72,424.79600519259515,205147.0,,1.4445068614075918,630,PRI,6993.469711680066,
Rhode Island,US,2020-07-21 04:38:59,41.6809,-71.5118,17904,995,1738.0,15171.0,44,1690.0754322652995,183625.0,2110.0,5.557417336907953,84000044,USA,17333.562402240597,11.785075960679178
South Carolina,US,2020-07-21 04:38:59,33.8569,-80.945,71445,1164,22553.0,47728.0,45,1387.6280562486088,588316.0,4182.0,1.6292252781860173,84000045,USA,11426.464938623509,5.853453705647701
South Dakota,US,2020-07-21 04:38:59,44.2998,-99.4388,7943,118,6996.0,829.0,46,897.8600794204319,98654.0,774.0,1.485584791640438,84000046,USA,11151.641479937469,9.744429057031347
Tennessee,US,2020-07-21 04:38:59,35.7478,-86.6923,79754,847,45974.0,32933.0,47,1167.8425531403943,1215167.0,3712.0,1.062015698272187,84000047,USA,17793.76246673463,4.6543120094289945
Texas,US,2020-07-21 04:38:59,31.0545,-97.5635,343783,4106,177871.0,161806.0,48,1185.6270206102722,2984554.0,,1.194358068898113,84000048,USA,10293.027482075815,
Utah,US,2020-07-21 04:38:59,40.15,-111.8624,34526,247,21504.0,12775.0,49,1076.9323865128613,469404.0,2066.0,0.7154028847824828,84000049,USA,14641.614144664405,5.983896194172508
Vermont,US,2020-07-21 04:38:59,44.0459,-72.7107,1360,56,1139.0,165.0,50,217.9525600611549,83868.0,,4.117647058823529,84000050,USA,13440.62154941834,
Virgin Islands,US,2020-07-21 04:38:59,18.3358,-64.8963,304,6,135.0,163.0,78,283.4023194242458,6921.0,,1.973684210526316,850,VIR,6452.063989260544,
Virginia,US,2020-07-21 04:38:59,37.7693,-78.17,78375,2031,10107.0,66237.0,51,918.2218445064676,920461.0,11265.0,2.5913875598086125,84000051,USA,10783.890235614259,14.373205741626794
Washington,US,2020-07-21 04:38:59,47.4009,-121.4905,47743,1453,,46290.0,53,626.9687571447163,809339.0,5063.0,3.0433780868399563,84000053,USA,10628.369958711171,10.604695976373499
West Virginia,US,2020-07-21 04:38:59,38.4912,-80.9545,5084,100,3466.0,1518.0,54,283.6820863467115,234980.0,,1.966955153422502,84000054,USA,13111.647649439472,
Wisconsin,US,2020-07-21 04:38:59,44.2685,-89.6165,43018,846,33130.0,9042.0,55,738.8319043204268,783866.0,4129.0,1.966618624761728,84000055,USA,13462.857629644235,9.598307685155053
Wyoming,US,2020-07-21 04:38:59,42.756,-107.3025,2187,24,1652.0,511.0,56,377.8774930497841,44114.0,144.0,1.0973936899862826,84000056,USA,7622.170886327471,6.584362139917697
