Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Nebraska,US,2020-08-02 04:35:05,41.1254,-98.2681,26391,332,19172.0,6887.0,31,1364.293365205272,275259.0,1622.0,1.2580046227880717,84000031,USA,14229.624774091091,6.146034633018832
Nevada,US,2020-08-02 04:35:05,38.3135,-117.0554,49074,832,1127.0,47115.0,32,1593.230992196499,474220.0,,1.6953987855076007,84000032,USA,15395.973450695354,
New Hampshire,US,2020-08-02 04:35:05,43.4525,-71.5639,6614,416,5794.0,404.0,33,486.4268951269792,160962.0,695.0,6.289688539461747,84000033,USA,11837.956742278322,10.508013305110374
New Jersey,US,2020-08-02 04:35:05,40.2989,-74.521,182029,15830,32475.0,133724.0,34,2049.3707069990623,2096698.0,21565.0,8.69641650506238,84000034,USA,23605.642302179986,11.847013387976641
New Mexico,US,2020-08-02 04:35:05,34.8405,-106.2485,20796,651,8139.0,12006.0,35,991.7833070794043,558012.0,2686.0,3.130409694171956,84000035,USA,26612.184398441652,12.915945374110406
New York,US,2020-08-02 04:35:05,42.1657,-74.9481,415767,32694,73134.0,309939.0,36,2137.2282431992785,5971974.0,89995.0,7.863538953307983,84000036,USA,30698.616052865596,21.645537043584508
North Carolina,US,2020-08-02 04:35:05,35.6301,-79.8064,124006,1979,92302.0,29725.0,37,1182.3513236545398,1786412.0,,1.5958905214263823,84000037,USA,17032.777388129234,
North Dakota,US,2020-08-02 04:35:05,47.5289,-99.784,6602,103,5396.0,1103.0,38,866.3337103805203,156185.0,371.0,1.5601332929415328,84000038,USA,20495.051583729408,5.619509239624356
Northern Mariana Islands,US,2020-08-02 04:35:05,15.0979,145.6739,44,2,29.0,13.0,69,79.79109241259249,11761.0,4.0,4.545454545454546,580,MNP,21327.79631510228,9.090909090909092
Ohio,US,2020-08-02 04:35:05,40.3888,-82.7649,92087,3515,67319.0,21253.0,39,787.8023115552097,1492903.0,10857.0,3.8170425793000096,84000039,USA,12771.753171758302,11.789937776233346
Oklahoma,US,2020-08-02 04:35:05,35.5653,-96.9289,37731,549,30282.0,6900.0,40,953.5323862621183,637192.0,3228.0,1.4550369722509342,84000040,USA,16103.0242576961,8.555299355967241
Oregon,US,2020-08-02 04:35:05,44.572,-122.0709,18817,325,3872.0,14620.0,41,446.13971900097135,409616.0,1607.0,1.7271616091831854,84000041,USA,9711.74826690237,8.540149864484244
Pennsylvania,US,2020-08-02 04:35:05,40.5908,-77.2098,117468,7219,85831.0,24418.0,42,917.5761672658833,1232322.0,,6.145503456260427,84000042,USA,9626.01983176208,
Puerto Rico,US,2020-08-02 04:35:05,18.2208,-66.5901,17872,225,,17647.0,72,609.2572189071551,323844.0,,1.258952551477171,630,PRI,11039.855349136567,
Rhode Island,US,2020-08-02 04:35:05,41.6809,-71.5118,19022,1007,1823.0,16192.0,44,1795.6107502541627,206016.0,2211.0,5.293870255493639,84000044,USA,19447.19505437712,11.623383450741247
South Carolina,US,2020-08-02 04:35:05,33.8569,-80.945,90599,1751,32859.0,55989.0,45,1759.6432817981345,711869.0,5527.0,1.932692413823552,84000045,USA,13826.15153997678,6.1005088356383625
South Dakota,US,2020-08-02 04:35:05,44.2998,-99.4388,8867,134,7820.0,913.0,46,1002.307103641064,112932.0,832.0,1.5112213826547871,84000046,USA,12765.59668753723,9.3831058982745
Tennessee,US,2020-08-02 04:35:05,35.7478,-86.6923,108184,1067,67651.0,39466.0,47,1584.1447296554459,1542853.0,4724.0,0.986282629594025,84000047,USA,22592.088003615077,4.366634622495009
Texas,US,2020-08-02 04:35:05,31.0545,-97.5635,444738,6865,282604.0,155269.0,48,1533.7971624314505,3747779.0,,1.5436054486011992,84000048,USA,12925.211687825591,
Utah,US,2020-08-02 04:35:05,40.15,-111.8624,40702,310,28747.0,11645.0,49,1269.573712444143,533260.0,2412.0,0.7616333349712545,84000049,USA,16633.40567780364,5.925998722421503
Vermont,US,2020-08-02 04:35:05,44.0459,-72.7107,1421,57,1231.0,133.0,50,227.7283734168391,95392.0,,4.011259676284307,84000050,USA,15287.448977465947,
Virgin Islands,US,2020-08-02 04:35:05,18.3358,-64.8963,421,8,341.0,72.0,78,392.4749226237088,9289.0,,1.9002375296912115,850,VIR,8659.618898459932,
Virginia,US,2020-08-02 04:35:05,37.7693,-78.17,90801,2215,12007.0,76579.0,51,1063.8017442173114,1127361.0,13263.0,2.43940044713164,84000051,USA,13207.878747619214,14.60666732745234
Washington,US,2020-08-02 04:35:05,47.4009,-121.4905,57541,1592,,55949.0,53,755.6376694984419,973654.0,5568.0,2.766722858483516,84000053,USA,12786.180974571804,9.676578439721242
West Virginia,US,2020-08-02 04:35:05,38.4912,-80.9545,6738,116,4858.0,1764.0,54,375.9736226994772,287224.0,,1.7215791035915702,84000054,USA,16026.81030071752,
Wisconsin,US,2020-08-02 04:35:05,44.2685,-89.6165,54002,947,43284.0,9771.0,55,927.4815309198868,954003.0,4681.0,1.753638754120218,84000055,USA,16384.951722939237,8.668197474167624
Wyoming,US,2020-08-02 04:35:05,42.756,-107.3025,2769,26,2153.0,590.0,56,478.4374843414962,53342.0,167.0,0.9389671361502347,84000056,USA,9216.616933818741,6.0310581437342
